Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality
4378,7,0.21,0.34,8.5,33,31,253,0.9953,3.22,0.56,10.5,1
4235,7,0.3,0.28,2.2,42,21,177,0.99166,3.2,0.57,11.4,0
3161,7.4,0.19,0.31,14.5,45,39,193,0.9986,3.1,0.5,9.2,1
303,7.5,0.3,0.21,6.55,26,33,143,0.99244,2.92,0.35,11.1,0
1979,7.6,0.2,0.36,1.9,43,24,111,0.99237,3.29,0.54,11.3,1
4117,8.3,0.26,0.31,2,29,14,141,0.99077,2.95,0.77,12.2,1
1878,6.3,0.32,0.26,12.3,44,24,205,0.99611,3.11,0.58,9.9,0
2176,5.9,0.17,0.28,0.7,27,5,28,0.98985,3.13,0.32,10.6,0
1725,6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,1
4388,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,0
4444,8.9,0.34,0.32,1.3,41,12,188,0.9953,3.17,0.49,9.5,0
3764,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,0
4470,8,0.24,0.36,1.5,47,17,129,0.9948,3.2,0.54,10,1
2740,6.8,0.21,0.36,18.1,46,32,133,1,3.27,0.48,8.8,0
2370,6.3,0.26,0.42,7.1,45,62,209,0.99544,3.2,0.53,9.5,1
3355,7.3,0.3,0.25,2.5,45,32,122,0.99329,3.18,0.54,10.3,0
1662,5.9,0.36,0.04,5.7,46,21,87,0.9934,3.22,0.51,10.2,0
989,6.9,0.18,0.38,8.1,49,44,176,0.9958,3.3,0.54,9.8,1
3349,8.4,0.35,0.56,13.8,48,55,190,0.9993,3.07,0.58,9.4,1
2448,6.7,0.27,0.31,15.7,36,44,179,0.9979,3.26,0.56,9.6,0
3185,5.9,0.21,0.24,12.1,44,53,165,0.9969,3.25,0.39,9.5,0
2272,6.6,0.56,0.22,8.9,34,27,133,0.99675,3.2,0.51,9.1,0
4321,6.5,0.28,0.35,9.8,67,61,180,0.9972,3.15,0.57,9,0
934,6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,0
4304,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,0
160,7.1,0.3,0.36,6.8,55,44.5,234,0.9972,3.49,0.64,10.2,1
1617,6.4,0.14,0.28,7.9,57,21,82,0.99425,3.26,0.36,10,1
3558,6.7,0.39,0.24,2.7,17,22,80,0.99084,3.03,0.37,11.5,0
2194,7.1,0.32,0.29,4,38,33,170,0.99463,3.27,0.64,10.2,1
1783,8.5,0.28,0.34,13.8,41,32,161,0.9981,3.13,0.4,9.9,1
1122,6.4,0.16,0.31,5.3,43,42,157,0.99455,3.35,0.47,10.5,0
2474,7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,0
4348,7.4,0.28,0.36,14.6,48,35,161,0.9968,3.14,0.56,10.6,0
2440,7.2,0.17,0.41,1.6,52,24,126,0.99228,3.19,0.49,10.8,0
3177,7.7,0.23,0.31,10.7,38,59,186,0.9969,3.12,0.55,9.5,1
1856,6.1,0.23,0.27,9.8,55,74,134,0.99534,3.16,0.4,10.2,1
746,7.9,0.28,0.41,4.9,58,31,153,0.9966,3.27,0.51,9.7,1
3528,4.9,345,0.34,1,68,32,143,0.99138,3.24,0.4,10.1,0
2795,7.3,0.17,0.36,8.2,28,44,111,0.99272,3.14,0.41,12.4,1
4634,6.6,0.27,0.3,1.9,25,14,153,0.9928,3.29,0.62,10.5,1
822,8.4,0.35,0.56,13.8,48,55,190,0.9993,3.07,0.58,9.4,1
4278,8.5,0.23,0.28,11.1,33,30,97,0.99507,3.03,0.39,10.5,1
1029,6.8,0.22,0.32,5.9,54,40,152,0.9938,3.2,0.57,10.8,1
2817,5.6,0.24,0.34,2,41,14,73,0.98981,3.04,0.45,11.6,1
2585,6.4,0.28,0.45,8.6,57,47,223,0.99654,3.16,0.51,9.1,0
3462,7.4,0.2,0.37,1.2,28,28,89,0.99132,3.14,0.61,11.8,1
1400,6.2,0.21,0.18,11.6,44,61,155,0.99655,3.14,0.52,9.4,1
3644,5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,1
3429,6.6,0.56,0.22,8.9,34,27,133,0.99675,3.2,0.51,9.1,0
2623,7.4,0.31,0.48,14.2,42,62,204,0.9983,3.06,0.59,9.4,0
773,6.9,0.4,0.42,6.2,66,41,176,0.99552,3.12,0.54,9.4,0
2408,7.1,0.18,0.39,14.5,51,48,156,0.99947,3.35,0.78,9.1,0
3292,7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,1
4367,6.1,0.31,0.34,2.8,42,59.5,162,0.99179,3.27,0.47,10.8,1
3550,7.9,0.14,0.74,1.2,28,30,165,991,3.08,0.82,12.3,1
221,7.3,0.43,0.37,4.6,28,17,114,991,3.23,0.43,13.2,1
4124,7.2,0.36,0.36,5.7,38,26,98,0.9914,2.93,0.59,12.5,1
107,6.4,0.3,0.27,5,58,27,151,0.99198,3.22,0.49,12.2,1
1080,6.3,0.29,0.4,6.5,39,43,167,0.9953,3.15,0.44,9.3,1
4491,6.4,0.24,0.25,20.2,83,35,157,0.99976,3.17,0.5,9.1,0
726,6.3,0.39,0.22,2.8,48,53,173,0.99304,3.24,0.45,9.8,0
1148,8.9,0.21,0.37,1.2,28,20,93,0.99244,3.2,0.37,11.5,0
4370,8.1,0.12,0.38,0.9,34,36,86,0.99026,2.8,0.55,12,1
4534,7.8,0.34,0.35,1.8,42,8,167,0.9908,3.11,0.41,12.1,1
1091,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,1
3267,5.9,415,0.02,0.8,38,22,63,0.9932,3.36,0.36,9.3,0
1320,7.8,0.24,0.32,12.2,54,42,138,0.9984,3.01,0.54,8.8,0
637,6.6,0.5,0.26,11.3,29,32,110,0.99302,3.27,0.78,12.9,1
3759,9.2,0.34,0.27,1.2,26,17,73,0.9921,3.08,0.39,10.8,0
149,7.4,0.23,0.43,1.4,44,22,113,0.9938,3.22,0.62,10.6,1
4209,5.8,0.36,0.5,1,127,63,178,0.99212,3.1,0.45,9.7,0
3917,7.5,0.15,0.38,1.8,54,19,101,0.9946,3.24,0.44,10,0
151,7.6,0.19,0.37,13.1,33,52,151,0.99726,3.18,0.79,10.4,1
2025,6,0.1,0.24,1.1,41,15,65,0.9927,3.61,0.61,10.3,1
5,6.4,0.17,0.34,13.4,44,45,139,0.99752,3.06,0.43,9.1,1
3458,7.4,0.3,0.49,8.2,55,49,188,0.9974,3.52,0.58,9.7,1
2732,6.6,0.23,0.37,8.5,36,46,153,0.99576,3.2,0.48,9.4,1
4360,7.7,0.3,0.26,18.95,53,36,174,0.99976,3.2,0.5,10.4,0
2183,7.6,0.67,0.14,1.5,74,25,168,0.9937,3.05,0.51,9.3,0
1260,6.8,0.28,0.35,2.3,42,16,85,0.9906,3.19,0.56,12.4,1
3008,5.7,0.23,0.28,9.65,25,26,121,0.9925,3.28,0.38,11.3,1
1905,5.2,185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,1
3859,7.3,0.18,0.29,1.2,44,12,143,0.9918,3.2,0.48,11.3,1
1507,6.7,0.35,0.48,8.8,56,35,167,0.99628,3.04,0.47,9.4,0
2109,6.6,0.34,0.34,2.6,51,40.5,210,0.99314,3.15,0.61,10,0
3936,6.2,0.25,0.38,7.9,45,54,208,0.99572,3.17,0.46,9.1,0
3733,6.4,0.17,0.27,9.9,47,26,101,0.99596,3.34,0.5,9.9,1
2390,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,1
1316,5.1,0.33,0.22,1.6,27,18,89,0.9893,3.51,0.38,12.5,1
729,9.4,0.24,0.29,8.5,37,124,208,0.99395,2.9,0.38,11,0
2229,7.4,0.33,0.26,15.6,49,67,210,0.99907,3.06,0.68,9.5,0
3942,7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,0
2433,6.5,0.39,0.23,5.4,51,25,149,0.9934,3.24,0.35,10,0
3215,7.1,0.17,0.4,14.55,47,47,156,0.99945,3.34,0.78,9.1,1
1263,5.5,485,0,1.5,65,8,103,994,3.63,0.4,9.7,0
1455,7.6,0.2,0.3,14.2,56,53,212.5,999,3.14,0.46,8.9,1
2724,6.4,0.43,0.27,1.1,54,5,110,0.9939,3.24,0.52,9.1,0
1911,7.4,0.24,0.42,14,66,48,198,0.9979,2.89,0.42,8.9,1
2343,5.8,0.12,0.21,1.3,56,35,121,0.9908,3.32,0.33,11.4,1
1103,6.7,0.19,0.23,6.2,47,36,117,0.9945,3.34,0.43,9.6,1
2484,7.5,0.21,0.68,10.9,45,38,133,0.9978,3,0.36,8.7,0
72,6.3,0.33,0.42,17.2,37,57,170,0.99884,3.26,0.57,9.4,1
1050,6.3,0.3,0.2,3.7,39,34,132,0.99158,3,0.38,10.7,0
1909,6.6,0.22,0.23,17.3,47,37,118,0.99906,3.08,0.46,8.8,1
1249,6.7,0.19,0.34,1,22,22,94,0.9912,3.23,0.57,11.1,1
596,6.6,0.26,0.52,8.2,47,52,191,0.99541,3.16,0.47,9.5,1
497,6.5,0.52,0.17,1.4,47,5,26,0.9932,3.26,0.32,10,0
3431,7.2,0.22,0.35,5.5,54,37,183,0.99474,3.08,0.5,10.3,0
1833,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,1
1172,6.3,0.4,0.24,5.1,36,43,131,0.99186,3.24,0.44,11.3,1
4100,6.6,0.26,0.46,7.8,47,48,186,0.9958,3.2,0.54,9.1,0
4216,7.9,0.25,0.35,6.7,39,22,64,0.99362,2.93,0.49,10.7,0
1492,7.3,0.24,0.39,17.95,57,45,149,0.9999,3.21,0.36,8.6,0
2355,6.7,0.13,0.57,6.6,56,60,150,0.99548,2.96,0.43,9.4,1
4385,6.4,0.44,0.44,14.4,48,29,228,0.99955,3.26,0.54,8.8,1
1894,7.4,0.29,0.48,12.8,37,61.5,182,0.99808,3.02,0.34,8.8,0
1134,7.2,0.16,0.26,7.1,54,41,224,0.9966,3.38,0.55,10.1,0
3173,7.2,0.13,0.46,1.3,44,48,111,0.99127,2.97,0.45,11.1,0
3551,6.9,0.33,0.26,5,27,46,143,0.9924,3.25,0.43,11.2,1
3388,6.2,0.28,0.22,7.3,41,26,157,0.9957,3.44,0.64,9.8,1
489,6.1,0.22,0.5,6.6,45,30,122,0.99415,3.22,0.49,9.9,1
2449,7.4,0.22,0.26,1.2,35,18,97,0.99245,3.12,0.41,9.7,1
949,7.8,0.49,0.49,7,43,29,149,0.9952,3.21,0.33,10,0
3779,6.7,0.12,0.3,5.2,48,38,113,0.99352,3.33,0.44,10.1,1
223,5.8,0.15,0.32,1.2,37,14,119,0.99137,3.19,0.5,10.2,1
3635,7.3,0.28,0.35,1.6,54,31,148,0.99178,3.18,0.47,10.7,0
4195,6.4,0.31,0.31,12.9,45,55,161,0.99546,3.02,0.59,10.2,0
2362,6.6,0.36,0.21,1.5,49,39,184,0.9928,3.18,0.41,9.9,1
4306,6.8,0.22,0.49,0.9,52,26,128,991,3.25,0.35,11.4,1
2425,8,0.25,0.35,1.1,54,13,136,0.99366,3.08,0.55,9.5,0
961,6.7,0.31,0.08,1.3,38,58,147,0.9922,3.18,0.46,10,0
1030,6.4,0.29,0.2,15.6,0.04,20,142,0.9962,3.1,0.54,10.6,0
4000,6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,0
3438,7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,1
606,6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,0
2227,6.7,0.47,0.34,8.9,43,31,172,0.9964,3.22,0.6,9.2,0
1164,6.1,0.28,0.35,12.8,48,63,229,0.9975,3.08,0.4,8.9,0
2037,6.9,0.26,0.27,4.2,31,20,80,0.99089,3.12,0.39,11.5,1
2401,7.7,0.44,0.24,11.2,31,41,167,0.9948,3.12,0.43,11.3,1
2800,5.8,0.33,0.2,16.05,47,26,166,0.9976,3.09,0.46,8.9,0
992,7.3,0.28,0.54,12.9,49,62,152,0.9984,3.06,0.45,9.1,1
1580,8.2,0.29,0.49,1,44,29,118,0.9928,3.24,0.36,10.9,0
275,7.6,0.37,0.34,3.2,28,42,162,0.9903,3.01,0.33,12.4,1
371,6.6,0.25,0.36,8.1,45,54,180,0.9958,3.08,0.42,9.2,0
392,5.7,0.21,0.24,2.3,47,60,189,995,3.65,0.72,10.1,1
504,7.3,0.33,0.4,6.85,38,32,138,992,3.03,0.3,11.9,1
62,6,0.37,0.32,1,53,31,218.5,0.9924,3.29,0.72,9.8,1
727,7.2,0.31,0.35,7.2,46,45,178,0.9955,3.14,0.53,9.7,0
3607,6.4,0.23,0.35,10.3,42,54,140,0.9967,3.23,0.47,9.2,0
4043,5.8,0.28,0.3,3.9,26,36,105,0.98963,3.26,0.58,12.75,1
624,7.5,0.32,0.49,1.7,31,44,109,0.9906,3.07,0.46,12.5,1
465,6.3,0.21,0.29,11.7,48,49,147,0.99482,3.22,0.38,10.8,0
3862,6,0.26,0.5,2.2,48,59,153,0.9928,3.08,0.61,9.8,0
1602,7.3,0.28,0.36,12.7,0.04,38,140,998,3.3,0.79,9.6,1
343,8.4,0.3,0.25,17.75,47,25,218,1.00016,2.98,0.66,9.1,0
1934,6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,0
3133,7.4,0.16,0.49,1.2,55,18,150,0.9917,3.23,0.47,11.2,1
3630,6,0.3,0.33,2.1,42,31,127,0.98964,3.32,0.42,12.5,1
2625,4.7,145,0.29,1,42,35,90,0.9908,3.76,0.49,11.3,1
2909,7.5,0.21,0.68,10.9,45,38,133,0.9978,3,0.36,8.7,0
2718,7.1,0.26,0.34,14.4,67,35,189,0.9986,3.07,0.53,9.1,1
3077,7.5,0.19,0.34,2.6,37,33,125,0.9923,3.1,0.49,11.1,1
2133,7.2,0.28,0.26,12.5,46,48,179,0.9975,3.1,0.52,9,1
1906,7.1,0.3,0.49,1.6,45,31,100,0.9942,3.4,0.59,10.2,0
1190,7.6,0.27,0.33,2,59,19,175,0.9944,3.22,0.56,9.9,0
1874,5.8,415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,0
405,6.5,0.18,0.26,1.4,41,40,141,0.9941,3.34,0.72,9.5,1
4433,7.4,0.29,0.29,1.6,45,53,180,0.9936,3.34,0.68,10.5,1
3287,6.8,0.3,0.33,12.8,41,60,168,0.99659,3.1,0.56,9.8,0
4223,7.1,0.44,0.27,8.4,57,60,160,0.99257,3.16,0.36,11.8,1
4597,6.6,0.18,0.26,17.3,51,17,149,0.9984,3,0.43,9.4,1
2770,5.3,0.2,0.31,3.6,36,22,91,0.99278,3.41,0.5,9.8,1
2873,6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,0
1298,5.9,0.24,0.34,2,37,40,108,0.98948,3.19,0.5,12.3,1
2032,5.8,0.15,0.49,1.1,48,21,98,0.9929,3.19,0.48,9.2,0
1729,6.9,0.46,0.2,0.9,54,5,126,992,3.1,0.42,10.4,1
2209,8.2,0.22,0.49,9.6,37,53,154,0.9951,3.02,0.33,10.6,1
1446,6.7,0.3,0.29,2.8,25,37,107,0.99159,3.31,0.63,11.3,1
1156,6.6,0.42,0.33,2.8,34,15,85,0.99,3.28,0.51,13.4,1
4130,8.4,0.18,0.42,5.1,36,7,77,0.9939,3.16,0.52,11.7,0
164,6.9,0.19,0.28,3,54,33,99,0.9924,3.16,0.4,10.8,1
1657,6.1,0.55,0.15,9.8,31,19,125,0.9957,3.36,0.47,10.2,1
3250,8.1,0.28,0.34,1.3,35,11,126,0.99232,3.14,0.5,9.8,1
4337,5.9,0.2,0.4,1.3,47,23,92,0.99232,3.2,0.45,10,1
4351,7,0.15,0.28,14.7,51,29,149,0.99792,2.96,0.39,9,1
4080,6.4,0.14,0.28,7.9,57,21,82,0.99425,3.26,0.36,10,1
4008,6.7,0.48,0.32,1.4,21,22,121,0.9889,3.15,0.53,12.7,1
2129,7,0.26,0.46,15.55,37,61,171,0.9986,2.94,0.35,8.8,1
2665,7.3,0.25,0.42,14.2,41,57,182,0.9996,3.29,0.75,9.1,1
1375,6.6,0.26,0.28,9.4,28,13,121,0.99254,3.17,0.34,12.1,1
2814,6.9,0.17,0.22,4.6,64,55,152,0.9952,3.29,0.37,9.3,1
2602,6.3,0.22,0.34,1.2,36,32,96,0.98961,3.06,0.74,11.6,1
2845,9.6,0.29,0.46,1.45,39,77.5,223,0.9944,2.92,0.46,9.5,1
4176,6.9,0.19,0.49,6.6,36,49,172,0.9932,3.2,0.27,11.5,1
77,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,1
3320,8.1,0.2,0.3,1.3,36,7,49,0.99242,2.99,0.73,10.3,0
1044,6.9,0.45,0.27,4.7,35,17,80,0.99058,3.12,0.36,12.5,1
763,6.4,0.27,0.19,1.9,85,21,196,0.99516,3.49,0.64,9.5,0
2261,5.6,0.19,0.31,,27,11,100,0.98964,3.46,0.4,13.2,1
1551,6.8,0.22,0.41,6.7,34,39,116,0.99245,3.18,0.46,11.5,1
1738,6.3,0.13,0.42,1.1,43,63,146,0.99066,3.13,0.72,11.2,1
976,8.2,0.2,0.38,3.5,53,41,174,0.99306,3.22,0.41,11.6,0
3904,7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,1
4142,7.6,0.22,0.28,12,56,68,143,0.9983,2.99,0.3,9.2,1
4482,6.7,0.27,0.25,8,53,54,202,0.9961,3.22,0.43,9.3,0
4526,6.3,0.32,0.32,1.5,37,12,76,0.98993,3.3,0.46,12.3,1
1163,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,1
3533,6,0.27,0.15,1.5,56,35,128,0.9936,3.12,0.45,8.8,0
4252,5.8,0.32,0.38,4.75,33,23,94,991,3.42,0.42,11.8,1
181,7.2,0.58,0.27,5.8,32,40,118,0.99088,3.17,0.53,13,1
1073,6.5,0.43,0.28,11.25,32,31,87,0.9922,3.02,0.38,12.4,1
2713,5.7,0.2,0.24,13.8,47,44,112,0.99837,2.97,0.66,8.8,1
2061,6.5,0.28,0.35,15.4,42,55,195,0.9978,3.23,0.5,9.6,1
620,6.8,0.53,0.35,3.8,34,26,109,0.9906,3.26,0.57,12.7,1
3264,6.3,0.27,0.25,5.8,38,52,155,995,3.28,0.38,9.4,1
1117,6.4,0.27,0.49,7.3,46,53,206,0.9956,3.24,0.43,9.2,1
2078,6.5,0.22,0.34,12,53,55,177,0.9983,3.52,0.44,9.9,1
1413,7.1,0.33,0.64,13.2,56,12,105,0.9972,3.05,0.39,9.2,0
294,7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,1
1291,7,0.12,0.29,10.3,39,41,98,0.99564,3.19,0.38,9.8,1
3771,6,0.28,0.24,17.8,47,42,111,0.99896,3.1,0.45,8.9,1
3783,7.6,0.23,0.26,15.3,67,32,166,0.9986,3.03,0.44,9.2,0
2895,7,0.22,0.24,11,41,75,167,0.99508,2.98,0.56,10.5,1
3825,7.4,0.19,0.49,9.3,0.03,26,132,994,2.99,0.32,11,1
2072,6.8,0.18,0.3,12.8,62,19,171,0.99808,3,0.52,9,1
1713,6.8,0.64,0.08,9.7,62,26,142,0.9972,3.37,0.46,8.9,0
912,6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,0
2067,7.4,0.13,0.39,4.7,42,36,137,995,3.36,0.56,10.3,1
751,6.1,0.6,0,1.3,42,24,79,0.9937,3.31,0.38,9.4,0
4610,7.4,0.25,0.28,7.25,28,14,78,0.99238,2.94,0.37,11.5,1
7,6.8,0.18,0.3,12.8,62,19,171,0.99808,3,0.52,9,1
1025,5.9,0.48,0.3,1.5,37,19,78,0.99057,3.47,0.42,11.9,1
1719,7,0.13,0.37,12.85,42,36,105,0.99581,3.05,0.55,10.7,1
2988,6.9,0.41,0.33,10.1,43,28,152,0.9968,3.2,0.52,9.4,0
4155,8.6,0.23,0.4,4.2,35,17,109,0.9947,3.14,0.53,9.7,0
2609,6.5,0.2,0.33,1.5,39,36,110,0.99008,3.22,0.65,12,1
1744,7.3,0.26,0.53,12.7,47,60.5,156,0.9984,3.06,0.45,9.1,1
3329,8.8,0.39,0.35,1.8,96,22,80,0.99016,2.95,0.54,12.6,1
2451,7.6,0.2,0.31,1.4,47,41,142,0.9934,3.43,0.53,10.1,1
1588,6.9,0.41,0.22,4.2,31,10,102,993,3,0.86,11.6,0
823,5.2,0.16,0.34,0.8,29,26,77,0.99155,3.25,0.51,10.1,1
4181,6.6,545,0.04,2.5,31,48,111,0.9906,3.14,0.32,11.9,0
2007,6.7,0.31,0.32,14.5,38,6,79,0.99412,3.14,0.34,12.5,0
2305,7.9,0.29,0.31,7.35,34,37,154,0.9938,3.06,0.31,10.8,0
2756,6.2,0.32,0.24,4.1,51,34,149,0.99306,3.36,0.52,11,0
2802,6.5,0.15,0.44,12.6,52,65,158,0.99688,3.26,0.7,10.3,1
1704,5,0.27,0.32,4.5,32,58,178,0.98956,3.45,0.31,12.6,1
1009,6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,1
3209,8.6,0.23,0.46,1,54,9,72,0.9941,2.95,0.49,9.1,1
4039,6.3,0.2,0.19,12.3,48,54,145,0.99668,3.16,0.42,9.3,1
1749,6.4,0.25,0.32,11.3,38,69,192,0.99573,3.14,0.5,10.2,1
3346,7.3,0.22,0.4,14.75,42,44.5,129.5,0.9998,3.36,0.41,9.1,1
2387,6.9,0.3,0.33,4.1,35,26,155,0.9925,3.25,0.79,12.3,1
3704,6.6,0.15,0.34,5.1,55,34,125,0.9942,3.36,0.42,9.6,0
3700,6.5,0.43,0.28,11.25,32,31,87,0.9922,3.02,0.38,12.4,1
3302,6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3,1
4599,7.2,0.27,0.74,12.5,37,47,156,0.9981,3.04,0.44,8.7,0
3268,5.8,0.27,0.26,3.5,71,26,69,0.98994,3.1,0.38,11.5,1
1853,7,0.22,0.26,9.2,27,37,122,0.99228,3.06,0.34,12.5,1
3946,6.1,0.19,0.37,2.6,41,24,99,0.99153,3.18,0.5,10.9,1
805,6.4,0.4,0.19,3.2,33,28,124,0.9904,3.22,0.54,12.7,1
3475,5.4,0.46,0.15,2.1,26,29,130,0.98953,3.39,0.77,13.4,1
1840,6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6,0
4035,6.3,0.28,0.29,6.8,51,40,143,0.99374,3.43,0.59,11,1
4398,6.6,0.28,0.36,1.7,38,22,101,0.9912,3.29,0.57,11.6,1
4430,7.3,0.21,0.49,1.8,38,44,152,0.9912,3.32,0.44,12.6,1
3596,8.5,0.3,0.28,3.1,54,54,174,0.99543,3.21,0.43,9.4,1
741,6.3,0.17,0.23,5.7,48,44,147,0.99382,3.08,0.54,10,0
1975,7.3,0.4,0.28,6.5,37,26,97,0.99148,3.16,0.58,12.6,1
3306,7.2,0.23,0.39,1.5,53,26,106,0.99166,3.18,0.47,11.1,1
2819,6.7,0.54,0.27,7.1,49,8,178,0.99502,3.16,0.38,9.4,0
1343,6.3,0.23,0.22,17.45,54,42,151,0.99853,3.12,0.6,9.3,1
1598,6.9,0.28,0.27,2.1,36,42,121,0.9926,3.42,0.49,10.8,1
1731,5.9,0.37,0.32,1.6,29,41,102,0.98916,3.41,0.55,12.7,1
4432,7,0.36,0.25,5.7,15,14,73,0.98963,2.82,0.59,13.2,1
3752,6.7,0.23,0.42,11.2,47,52,171,0.99758,3.54,0.74,10.4,0
1694,5.5,0.15,0.32,14,31,16,99,0.99437,3.26,0.38,11.5,1
654,7.6,0.31,0.27,5.8,36,23,109,0.99399,3.34,0.54,11,1
1594,8.5,0.17,0.31,1,24,13,91,993,2.79,0.37,10.1,0
2857,6.3,0.19,0.32,2.8,46,18,80,0.99043,2.92,0.47,11.05,1
1401,6.6,0.27,0.33,1.4,42,24,183,0.99215,3.29,0.46,10.7,0
1952,9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8,1
4609,8,0.45,0.28,10.8,51,25,157,0.9957,3.06,0.47,11.4,1
1145,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,0
1985,5.5,0.62,0.33,1.7,37,24,118,0.98758,3.15,0.39,13.55,1
2428,7.2,0.25,0.19,8,44,51,172,0.9964,3.16,0.44,9.2,0
2050,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,0
2490,6,0.36,0.32,1.1,53,26,173,0.99414,3.38,0.54,8.8,0
4632,5.9,0.22,0.3,1.3,52,42,86,0.99069,3.31,0.47,11.55,1
3464,5.8,0.36,0.38,0.9,37,3,75,0.9904,3.28,0.34,11.4,0
1844,6.2,0.45,0.73,7.2,99,47,202,0.99582,3.21,0.43,9.2,0
2087,5.9,415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,0
1142,6.9,0.21,0.49,1.4,41,15,164,0.9927,3.25,0.63,11,0
4230,6,0.28,0.49,6.8,48,61,222,0.9953,3.19,0.47,9.3,0
359,7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,1
4046,5.4,0.33,0.31,4,0.03,27,108,0.99031,3.3,0.43,12.2,1
812,6.5,0.37,0.33,3.5,36,23,92,0.99136,3.18,0.38,11.2,1
3757,7.6,0.23,0.34,1.6,43,24,129,0.99305,3.12,0.7,10.4,0
499,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,1
2509,6.2,0.3,0.28,1.6,36,28,106,0.988245,3.14,0.41,13.3,1
2752,5.9,0.34,0.25,2,42,12,110,0.99034,3.02,0.54,11.4,1
2105,5.8,0.28,0.3,3.9,26,36,105,0.98963,3.26,0.58,12.75,1
777,7,0.14,0.41,0.9,37,22,95,0.9914,3.25,0.43,10.9,1
1361,7.5,0.42,0.19,6.9,41,62,150,0.99508,3.23,0.37,10,1
1093,7.4,155,0.34,2.3,45,73.5,214,0.9934,3.18,0.61,9.9,1
2950,6.3,0.34,0.19,5.8,41,22,145,0.9943,3.15,0.63,9.9,0
3442,7.2,0.47,0.16,5.9,48,14,125,0.99428,3.09,0.49,9.8,0
3850,6.6,0.2,0.32,1.1,39,25,78,0.9926,3.39,0.54,10.2,1
3616,7.5,0.23,0.36,7,36,43,161,0.9938,3.04,0.32,11,0
2101,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,1
1650,6.8,0.28,0.44,9.3,31,35,137,0.9946,3.16,0.36,10.4,1
2888,6.3,0.3,0.48,7.4,53,34,149,0.99472,3.18,0.53,9.8,0
1509,7.8,0.43,0.49,13,33,37,158,0.9955,3.14,0.35,11.3,1
4267,7.8,0.25,0.37,1,43,10,80,0.99128,3.08,0.38,11.4,0
3152,5.8,0.23,0.21,1.5,44,21,110,0.99138,3.3,0.57,11,1
4587,6.8,0.25,0.3,11.8,43,53,133,0.99524,3.03,0.58,10.4,1
4528,7.6,0.17,0.36,4.5,42,26,102,0.99427,3.09,0.47,9.5,0
977,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,0
3093,6.2,0.27,0.47,1.2,146,28,105,0.99224,3.23,0.51,10.1,0
79,7.2,0.21,0.33,3,36,35,132,0.9928,3.25,0.4,11,1
1763,7.2,0.34,0.34,12.6,48,7,41,0.9942,3.19,0.4,11.7,0
